IQCB1 CEP78
S100A7 DNAJC13
DNM2 KIF3B
ZNF570 ZNF660
PIK3R2 TACR3
H3C1 H2BU1
H2BC8 SAP30
KRT14 KRTAP4-5
DNMT3A H2AZ2
RAB6A RAB4B
AP1S1 CTSK
OR51S1 OR4X2
ZNF33A ZNF354C
ZNF268 ZNF30
PENK SSTR2
HNRNPF POLR2J
PEX13 CDC73
ACTR1A TUBB
MRPL30 MRPL16
ITGA4 THBD
RANGAP1 ERCC6L
GNAZ PDE1B
CHUK HLA-DQB1
CDKN2C H3-3B
KRTAP13-3 KRTAP10-10
FUCA1 SERPINB6
HNRNPL SRSF9
ZNF566 ZNF746
RPL13 RPS18
SLC27A2 LILRB3
KIF2A B9D2
POLE RFC2
H2AC14 USP17L3
H3C3 EPC1
RPL3L RPL10
PCM1 HAUS7
SORL1 SNCAIP
CHUK NFKBIA
GNA12 GNG11
H4C6 DPY30
MET VAV1
BHLHE40 TBL1XR1
TAS2R10 CCL4L2
SEC13 UBC
FGB RAPGEF3
PSMB10 USP21
MT-ND1 NDUFB9
PSMB9 PSMD14
RPS8 MTREX
ZNF195 ZNF589
POLR2H SRRM1
COX7C LAMTOR3
PSMD2 DZIP3
TREM1 CD177
TUBA1B KIF2C
P2RY6 UTS2
KIF5A CAPZA3
CHMP4A RNF103-CHMP3
NUP188 CBX2
GNG4 GRK5
RPL27A RPL36A
CUL1 PSMA8
ADAM8 PGM2
DEFB107A DEFB103A
BANF1 155459
OR4F5 OR5AC2
H3C8 H4C5
COMT MAT1A
ATP5F1A TIMM17A
PSMB8 UBA7
TRIM63 UBE2F
ERBB3 FGF4
RPL8 RBX1
PLEKHO2 HRNR
ENDOD1 NHLRC2
RCL1 
DCTN3 AHI1
UBE2G2 KBTBD8
PSMB1 PSMC1
RAE1 NDC1
GNB5 GNG8
PSMA3 PSMB6
H4C2 H4C15
KRT84 KRT23
PSMC6 ASB8
PGR NRG3
ADCY1 PTGDR
OR5H2 OR51J1
ERBB4 NRG1
EPHA1 STAT3
PRKACA IFT88
H2AC6 AGO3
GUK1 AK7
ZNF804B ZNF793
CSNK2B SLC11A1
CALM3 CAMK2G
SRC NCK2
SMARCA5 HJURP
ABL1 H3-3A
RAB5A RAB35
TGS1 MED8
ZNF17 ZNF573
ZNF33B ZNF136
AP2A2 HBEGF
H2BC4 H4C3
RAC1 DSN1
CD59 NEU1
BIRC3 UBB
SRSF5 TRA2B
RIPK1 TMED7-TICAM2
H2AC20 H2AJ
AXIN1 H3C13
LORICRIN PCSK6
OPHN1 ARHGEF33
FCN1 ACTR1B
THOC5 NUP93
H2AC7 H2AX
RPL18 RPL31
IFI27 IFI35
FTL BLOC1S1
RPS15 RPS20
IKBKB UBA52
CTSG PSMB7
GNG11 NPBWR1
OR2T1 OR52B2
CDK8 ZNF552
RPL36AL EIF3L
RPS10 RPS18
ATP8B4 DOK3
UBE2D3 ASB7
TAS2R8 TAS2R43
CREBBP NFIL3
CDK7 POLR2E
CDK1 CSNK1D
GTF2H2 ELOA
PSMA5 PSMD8
GHRH GNB3
DNAJC6 SNAPIN
PDPK1 PRKCD
MOV10 AGO4
PAFAH1B1 DCTN6
CDC16 CDC26
PLAU PTPRN2
PSMB2 PSMB3
PSMC6 PSME1
ARMC8 OSCAR
EP300 H2BC5
VPS35L SIGLEC14
COL1A2 ITGA3
E2F5 TFDP2
PSMB9 SMURF1
AMY2B CHIT1
RPL5 RPS26
GPR143 UTS2B
MAD2L1 CENPS
H4C3 H3C7
SLC6A14 SLC6A19
ACTR10 TUBB6
GNG2 GNG12
GTF2F2 H3-3B
RPL36A 956528
PSMA2 SEM1
SRSF5 UPF3B
NUP98 TUBB6
HNRNPD LSM6
MOSPD2 RAB37
RPL13 RPL38
RAB6A DYNLL1
H2AC18 LEF1
P2RY14 P2RY12
ADCY7 SSTR5
PPP2R1A RPL19
TRIP10 ARHGAP10
MEN1 SERPINA10
OR56B4 OR5D18
RXRA CHD9
PSMA6 PSMD5
UBC TNKS2
OR13H1 OR52E4
UBE2V2 RMI2
H4C2 H3C13
ACTG1 CLASP1
TUBA1A KNTC1
CD33 ITGAM
COG8 ARFGAP2
DNAJC3 HUWE1
OAS2 PSMB8
CD1D CD96
FPR1 RGS20
RPL28 RPS11
ZNF708 ZNF804B
AP1M2 KIF3A
PHC1 H2BC15
VNN1 HVCN1
TUBA4A TUBB2B
RAC1 STBD1
KRBOX4 ZIK1
ZNF552 ZNF561
DLC1 ARHGEF3
ZNF454 ZNF772
ANAPC2 ANAPC5
ZWINT SCAI
TBL3 RIOK1
PSMA1 H2AC14
BCL2L1 IL1B
OR10A7 OR6K6
GTF2E1 ELOB
PSMB2 UBC
PSMB2 FBXO4
CHRM2 SSTR5
CCNC SREBF2
FTL HMOX1
PSMD11 ANAPC4
GTF2A2 SSU72
OR52N1 OR6Q1
PSMB1 PSMD12
CLDN11 CLDN15
WNT5A WNT9A
OR4K5 OR9Q1
H2AC20 EHMT1
DYNC1I2 CENPS
CPSF3 POLDIP3
ZNF394 ZNF560
RPL37 RPS4X
GAN COPS7A
ILF2 TNFAIP6
IL2RB SHC1
PSMD11 SKP1
H2AC4 H4C11
CYTH2 RAB30
GTF2H3 NELFE
CASK TUBAL3
H2AX H2BC10
OR2F1 OR56B4
TAB1 IFIH1
PSMF1 PSMD14
IQGAP1 TMED7-TICAM2
H2BC15 H2BC7
GAA C1orf35
SNRPA PPIH
GNB1 GNG5
TSC22D3 SGK2
ME3 NNT
PRCP RAP1A
VNN1 COTL1
H3C4 NCAPD3
GSK3B PSMC3
ADRA2B GRM2
FBXL3 ZNRF2
CCNK EAF1
LRRC41 TRIM41
NME2 SLCO4C1
TGFB1 CAP1
OR4D9 OR5K3
RPL8 RPL26L1
H2AC7 H2BC17
REEP5 OR10G7
KNL1 TUBB8
BRCA1 POLH
RPL30 RPL27A
PPP2CB NDEL1
NUP133 NUP35
PSMA5 ASB6
PSMC1 RPS27A
KRBOX4 ZNF772
UTP15 LTV1
PSMA4 PSMD4
H2BC6 H4C11
H4C9 KAT5
FOLR3 SNAP29
H2BC7 USP3
CASP3 ADAMTS9
WDR43 RPL22L1
CTSF SEC23A
ADCY6 PDE7A
CCNC ZNF641
FZD4 TNRC6A
ADH1C ADH7
ZKSCAN1 ZNF547
ZNF778 ZNF736
ZNF589 ZNF600
H3C11 MAML2
H4C1 SETD1B
PDHX PDPR
CSNK1E DYNC1I2
ERCC6 POLR2A
RPS27 MIS12
IFNA21 RAB5A
B2M ACTR1B
ZFP37 ZNF18
FRK DSN1
SNRPD3 FIP1L1
RPL37A PSMB11
UBA52 TAB1
CDC20 PSMD7
RPS24 PNO1
CDK9 GTF2F2
PSME4 ANAPC16
PSMB2 SKP1
H3-3B SUZ12
TRAF7 TRIM71
CUL3 ASB7
ARAF CALM3
PAFAH1B1 TUBB
LPAR1 PNOC
RPL10A SENP3
SNRPE WDR33
UBE2Q1 FBXO41
THOC2 THOC6
GNAS TAS2R3
CCL13 NPY4R2
ZNF425 ZNF549
TYROBP CALML5
H2BC6 H3C14
RPL5 GSPT2
H2BC11 H4-16
RPL36A RPS3
CNGA4 EXOC6
RPS25 RPL39L
SUV39H1 H3C8
IRS1 IL33
NUP133 NUF2
ANXA1 GPR143
HSPG2 BCAN
UBE2E1 H4C6
SIAH1 UBE2Z
APRT OLR1
CRCP POLR3K
H2AC14 H2BC17
PSMD3 UFL1
MRE11 RMI2
H2AC14 TERF2IP
RPA3 XRCC1
SH3GL2 PACSIN3
LAMB1 SPP2
GNAZ RGS16
RPS14 RPS15A
RFC3 H2BC8
DYNC1LI1 TUBA8
RPL4 RPS13
ASB3 BTBD1
OR7A10 OR13C2
UBB H2BC9
BTC GNGT1
SERPINB10 CTSA
F2R GALR2
PSMD8 PSME4
PSMD4 H2BC21
SPCS3 RPL39L
PSMC6 PSMF1
PSMB3 PSMD9
APOA1 PNLIP
OAS2 GBP5
VWF FERMT3
CHIT1 FPR2
OR13C5 OR6T1
NUP214 NUP160
PPY PSAP
KIF3B KIF2C
PLAU TCIRG1
OR2F1 OR6C65
CCNA1 PSMF1
CSNK2A2 MAP2K2
PSMD10 UFL1
PSMA3 PSMB11
CSNK1A1 DVL2
PSMB4 UBA52
HSP90AA1 EBAG9
RPL9 SLIT1
OR5L2 OR7G3
POM121 NCBP2
RPL14 UPF2
LRG1 ANO6
OR52I2 OR4A47
OR7C2 OR13A1
ZNF221 ZNF570
OR2D2 OR6C74
ELOB ARIH2
H2BC17 H4C3
ANPEP RHOA
BPI LILRB3
GUSB PPIE
ZNF584 ZNF615
PSMA2 PSMD3
H3C6 H4C12
HGF KITLG
H2BC5 NBN
CD84 MERTK
RIPK1 TICAM2
RPL8 RPL10
STK10 PSMD14
ZNF429 ZNF790
GFRA3 NRG4
RANBP2 NUP133
CD53 ARHGAP45
RAB9B ACTR10
GRIN2D SHANK2
RAB1A TRAPPC11
AP2A1 STON1
OR1B1 OR10A6
H2AC14 H4C13
OR10A7 OR8K1
GNA11 GNB2
OR5AP2 OR2W3
PAK1 PAK2
GNG5 GNG12
GNB3 GNG3
ZNF564 ZNF506
ZNF264 ZNF792
H2AX H4C8
ETF1 RPS27
OR8G2P OR2A25
RANGAP1 TUBA3D
HRH1 P2RY10
PSMA6 RBX1
OR8G1 OR4F21
PSMD3 PSMD14
NPY5R OPRL1
DCTN1 KIF26A
RUVBL1 H2AC1
SERPINC1 SHISA5
KRTAP4-4 KRTAP4-9
ATP5F1E MT-ATP6
HSP90AB1 H3C2
CAPN3 CAPN14
TNRC6B KMT2C
BARD1 H4C8
OR6C75 OR14I1
SCG2 MIA3
NUP98 NXF1
RPS2 EIF3J
NOB1 TSR1
PSMB2 PSMD11
TAZ PITRM1
PSMA1 ABCB5
GRIN2D IL3
H2BC8 H2BC6
CTSB CTSS
NRAS MAP2K2
LAMTOR1 MAP1LC3C
MNAT1 TAF7L
ZNF20 ZNF641
RAB5B SYNJ1
NEURL1 PSENEN
H2BC17 RRN3
MAPK13 SRC
H4C6 PSMD14
CAMK2B CSF2RB
AP1M1 KIF4B
GRM2 GRM5
LTA4H PYGB
PSMC4 WDR20
CSNK2B PSMD2
GMFG PLEKHO2
H4C5 TAF1B
OR11A1 OR4F15
H2BC13 H4C3
MUS81 EME1
MRPS2 MRPL48
LAMP2 VIM
CORIN HIPK2
DNAJC13 RAB44
TMC6 OSCAR
PSMA3 ANAPC4
ADRA2A CCL4
SPTA1 NRG2
PRKCQ RGS16
OR4L1 OR51Q1
ERCC6 H4C11
RPA1 NUP85
NDE1 CENPT
CD14 HLA-C
SEC13 MLST8
OR13A1 OR6X1
H2AC4 H3C11
PSMD3 H2BC17
MED1 ZNF197
COL9A1 VWF
FGF3 PDGFA
OR5B21 OR5AP2
HNRNPC HNRNPF
LAMTOR3 HPSE
PSMF1 TRIM9
PSMB2 PSMC3
TAS2R4 TAS2R30
RPLP0 RPS12
FGFR3 GRB2
ZNF17 MED23
OR2AE1 OR2T10
DR1 CLOCK
EDNRA NMUR1
PSMB3 SEM1
CCNA2 E2F8
HIF3A KCTD6
STX5 BET1
GNAS RGS21
H2AZ1 NUP160
GTF2F2 ELOA
C5AR1 SST
PSMB6 PSMD10
NEU1 SERPINB3
CTSG MVP
ALDH1A2 RDH13
SURF4 CRISP3
RELA H4C3
OR2M5 OR10AG1
ARF3 COPE
EP300 UBC
NBEAL2 MOSPD2
MED26 NCOA6
MRPL18 MRPL9
TNNI3 TNNT3
KIF5C EXOC6
CTSD PRTN3
CALM1 CAMK2A
CASP2 RPS27A
CASR RGS18
XPO1 ANAPC1
DDX21 RPS4Y2
POLR2B GTF2H5
TAS2R3 HEBP1
POLR2B TAF6
PPP2R5A NUP107
COL1A2 LAMC2
MTRF1L MRPS22
COL4A3 IBSP
PSMD10 PSMD6
HLA-G ULBP1
GNG4 P2RY10
RBM4 NCOA2
CACNB2 CACNA2D3
RPS4X RPS17
MMP9 MMP17
AHI1 TMEM67
TDG NUP42
GLA TRAPPC1
DYNC1LI2 ANAPC2
GTF2E2 GTF2H5
STOM NCSTN
RPL21 RPL27
RPS27A FZD7
KRAS LRRC7
VCAN CHST13
RPS3A RPS21
TRAF6 NCSTN
FTL RAP1B
EP300 NCOR1
PENK OPN1MW2
UBE2L6 POLD3
TRIM25 POLE4
ADRA1B GNG8
OR10G3 OR2AP1
POU2F2 INTS3
OR2L5 OR8A1
SNW1 HDAC7
POLR2L RTF1
PSMD11 RBX1
NUMA1 PCM1
ARHGAP1 ITSN1
EFNA2 EPHA5
YWHAE SFI1
GRK2 PDE7B
RASGRF2 ARHGEF15
RPL22 RPS29
LPAR1 HCAR3
MRPS12 MRPL55
FGFR4 FGF16
UBE2E1 UBE2C
OR3A3 REEP2
PSMD4 PSMD12
H2BC12 H2BC1
CPPED1 ARL8A
OR51E2 OR10R2
ERBB2 NRG4
H4C6 AGO3
RPL41 RPS24
OR4E1 OR2AG1
ANPEP CD36
CHD4 MTA1
PSMD14 PSME4
BPI CHIT1
IGLL1 PSG8
USP2 SPPL2B
NUP133 THOC3
H3C6 H4C5
HIF1A PSMB10
SSNA1 TUBGCP6
RPL3L RPS6
MNAT1 POLR2D
H3C3 JADE1
RPL11 RNPS1
GNGT2 TCF7
SNRPD3 NUP43
ACTN2 SPTBN1
F8 HRG
OR2G3 OR6V1
FGF2 GAB2
CDKN1A STAT3
PPP4R2 
COPS2 DCAF17
PSMD2 PSMD14
PSMC3 UBC
MYL3 TNNC1
MTOR FGF20
MRPS9 MRPL11
PSMD11 H2AC13
RPL7A RPS12
ARMC8 YPEL5
PER2 SIK1B
EPHA8 EPHB1
H2AJ H4C15
PSMC4 UBA52
WWP1 ANO5
ZNF79 ZNF490
IST1 HPSE
ZNF70 ZNF154
H4C3 H4C13
GSK3A HDGF
MC5R NPB
MAP3K3 IRAK4
SRSF11 THOC7
UBA7 ITCH
NUP153 NUP205
PSMB3 PSMB8
H2BC10 TAF6L
MED29 MED8
DYNLL1 KLC3
CDC5L RNPS1
PTX3 PRG3
GTF2H2 H4C14
COL6A3 NRTN
RPL9 RPL37A
GPR55 TAS2R16
CCR8 P2RY14
ITGB1 SLC7A9
PSMC5 PSMC6
H2AC20 ITGB3BP
HSP90B1 MXRA8
ZNF692 ZNF736
MAMLD1 MAML2
AGA FCGR2A
H2AC6 H3C3
ATF2 TADA1
KIF21A TUBAL3
RPL10A RPS12
FBXO7 COPS4
UBE2D2 TICAM1
PPP2CA PPP2R5A
MRPL50 MRPS35
NCF4 NOS3
SOCS6 HIF3A
ALOX5 CYBB
POLR2D POLR2E
U2AF1L4 U2AF1L5
OR10H5 OR8U9
ERCC5 POLE3
FGF2 FGF23
CDK1 TCTN1
PMF1 EVL
NUP98 NUP210
H2BC6 TAF1C
EGFR DLL1
TNFAIP6 SLC27A2
H2AC8 H3C7
ZNF304 ZNF557
KCNB1 KCNAB1
RPL5 RPL23A
GNAL OR9G4
ZNF433 ZFP69
PSMC1 PSMD2
ACOX1 HAO1
OR51B4 OR52B2
UBE2V1 BCL10
RAD50 H4C15
CHRM5 RGS1
RPL37A RPS5
ZNF354A ZNF157
ATM UBC
CTSV CAPN7
NUP50 NUP43
PSMD1 PSMD8
PSMD3 SEL1L
POLR2I SF1
AGO1 RPTOR
FGR CYSTM1
IFNA16 RBSN
OLR1 SELL
S100A7 SNAP25
COL6A2 COL8A2
GNL3 TEX10
TAS2R1 TAS2R10
PUM1 TBC1D8B
CAPN5 OPTC
TUBA4A NUF2
INTU TUBB2B
KMT2C H2AC19
SSRP1 ELOA2
CSF3 PTAFR
OR9I1 OR52N2
RPS4X ISG20L2
956529 956532
CEACAM5 PICK1
RBBP5 SKP1
POLR2K TAF1
HLA-DRA TRIM21
CREBBP FKBP4
ADAMTS4 B3GLCT
KIF24 TPTEP2-CSNK1E
PSMB10 H2AJ
SKP1 PSMD6
MTOR TRIB3
UBA52 GGA3
DEFA1 METTL7A
H4C6 H2AC1
PRKAR2B HAUS8
HNF4A IAPP
OR1J2 OR10H4
LEP FFAR4
CR1 GPI
UBTF H2AB1
TOP3A POLD3
PSMA2 PSMD11
TIMM17B TIMM8B
TPR NUP42
RTP4 OR52K2
CALM2 RHOQ
SLC8A3 AKAP1
UBA7 ASB11
PSMB10 RPL39L
RPL26L1 RPS4Y2
PCNT CENPJ
OSTF1 TRAPPC1
OR2AG1 OR4N2
FGA SFTPA2
FCAR ANO6
GNG4 KCNJ9
SSRP1 TAF7L
OR1L4 OR5M10
OR1N1 OR5A1
RHO SDR9C7
ERCC2 ELOA2
ABCB1 PSMC2
GSK3B PSMD8
RAB5A DENND2A
CYB5R3 DBNL
XRCC5 PPIE
CTSH SFTPC
CCR8 CXCR4
VPS28 CHMP4B
KMT2A PRKCQ
DYNLL1 NUF2
ATM NUP98
NUB1 FBXO32
PRKAR1B IFT57
PSMA4 KNTC1
ZNF20 ZNF154
RPGRIP1L CEP89
NUP160 H3C13
OR2S2 OR2AK2
H2BC6 KAT2B
PSMB9 PSMD13
RPL22 RPS7
TBL3 EXOSC7
UBB H4C9
PSMA4 PSMD6
SPON2 ADAMTS15
PSMD3 ANAPC11
RPL37A RPL35
MRTFA SPC24
H4C9 H3C14
ERCC3 TAF4B
NFKB1 NFAM1
KIF2A TUBA8
CDK1 PRKACB
ITGA2B ITGA4
H2AX CNOT9
PDGFB NRG3
RPL18 RPS6
H3C10 H4C6
UBA52 DLL1
HSPA8 SYNJ1
CTSD HLA-DPA1
NDUFA7 NDUFB5
CTSZ PRDX4
ZWINT CDCA8
RHOA WASF2
AKR1D1 NR1H4
PSMC2 ARHGAP9
GPR37 CCL16
LAMP2 RARRES2
POLE3 ISY1
H4C14 EED
CUL3 SMURF1
PTK6 RPS27A
H4C15 H2AC19
LAMP2 LRG1
DSG2 KRTAP26-1
H3C8 APH1B
CKAP5 TUBB2B
SRSF3 SNRPE
GRB2 PTPN11
SRC GPR37L1
ZNF517 ZNF730
PSMA3 MAD1L1
OR5P3 OR1N1
CLASP1 CEP41
OR4F17 OR5C1
OR2B11 OR51A2
HES1 NCOR2
TP53 PSMF1
CCNK PHAX
ERBB2 FGF19
CYBB FAF2
WIPI2 CHMP4B
ARSD UGT8
RPL28 GNL3
TLL2 COLGALT1
QSOX1 SELP
PSMC4 PSME1
FGF8 PPP2CA
RPL15 RPS27L
PSMA6 PSMD13
NRAS FGF18
KAT2A NCOR1
OR1C1 OR4K15
H2AX H2BC5
FBXW4 CCT4
ITGAM POU2F1
COL9A2 ITGAM
SERPINA3 NDUFC2
PSMA7 UBA52
MRPL19 MRPS22
GRM8 S1PR2
TBP H4-16
RPLP2 RPS21
DLG3 GRIN2A
CTSB DCTN3
GALNS PTAFR
MED16 ZNF496
NUP98 SRSF4
CSTF3 EIF4A3
PSMD10 ANAPC10
ITGA2B PCDH7
FN1 KDM7A
TSC1 BECN1
ZNF562 ZNF875
TNC MFGE8
ZNF468 ZNF568
TAB1 NOD2
TFDP1 TFDP2
OR6C6 OR8D4
MDM2 H3C7
PSMB5 PSMD9
ZNF302 ZNF317
RPL9 RPS15A
AGTR1 P2RY1
H2AC8 H4C6
TNFSF8 TNFSF11
BIRC5 NUP214
CCNA2 H2AC14
FPR2 GABBR1
S1PR1 GNB3
REEP4 OR1K1
GRB2 HRAS
MRPL27 MRPL48
ELANE XRCC5
SUCNR1 PCP2
ZNF563 ZNF605
EXOSC2 RPS4Y2
EGR2 POLR2A
KPNA2 CITED1
H2BC5 H2BC7
CDK4 H4C14
STUB1 HECTD3
H2AB1 H3C13
KRTAP6-1 KRT27
HSP90AB1 TNRC6B
H2AC18 H3C13
H2AC7 CCNA1
IGLL1 SIRPA
COL3A1 LAMA3
ZNF839 ZNF662
H2AZ1 H3C3
LPAR1 HCAR1
CD47 ITGAV
PPP2CB UBB
MGAM FLG2
UBR4 FBXO11
COL2A1 CD200R1
GNG5 TNRC6C
PSMC3 PADI2
PSMA3 SPSB2
RPL7A RPS3
H2BC6 H2BC21
CD47 PTPRC
OR10Z1 OR5L1
TAS1R1 GNAT3
PSMD5 PSMD13
ATP10A ATP8B3
ZNF839 MED30
EXOSC8 UTP25
OR2T10 OR8U9
PCNT CHMP4B
AP2A2 TUBB4A
COL5A3 COL18A1
HRAS FGF20
TNFAIP6 IQGAP1
NFKB1 ATP6AP2
PSME1 NPEPPS
DSP CPNE1
H4C3 H4C8
RPL35A MPHOSPH10
OR10H4 OR5C1
DDX21 RPL23
NBN CCNE2
NPY CXCR6
RAP1B S100A8
EFNA2 VAV3
VEGFA IL23A
MPHOSPH10 DDX47
EPAS1 ASB15
RPL41 PABPC1
SEC13 NUP214
H2BC17 H2BC12
KRTAP13-1 KRTAP9-6
PSMA1 GPR161
CENPI AHCTF1
OR5J2 OR2G6
OR12D2 OR10V1
PFKFB3 PRKACG
GNGT1 KCNS3
H2BC15 H3C1
CCNH GTF2B
F2 BPIFB2
CCND1 UBC
H2AC4 H2AJ
H2AC8 H2AC18
NR5A2 NR1H4
KLF4 MED4
ANKRD28 SEC22A
TRIP11 DYNC2LI1
POLR3F POLR3C
OR2A14 OR10J3
BRCC3 PPP4R2
COL6A3 CTSL
RELA H2AC4
RPL9 RPL30
TLR2 VNN1
MED24 TGS1
TRIP12 MIB2
H3-3B PAXIP1
GNGT1 OR4S2
TAF11 HIPK2
ADCY6 NPY2R
NDE1 CEP70
ERBB3 ERBB4
UBE2D1 ANAPC16
EDN1 MC4R
MC4R NPW
PDGFRA FGF16
BMS1 DDX52
ADSL PPAT
ANAPC5 RNF217
APOB SYT8
OR5V1 OR7G1
MS4A2 AHCYL1
PIK3CB PIK3CD
OR52A1 OR10H1
DYNC1I1 SKA1
H4C9 POLR1A
RCN1 SPP2
SNRPC WBP4
HLA-DRB3 HLA-G
HSPA8 SERPINB6
COX6B1 TRAP1
OR10P1 OR52D1
MCM4 ORC4
RPS12 ZSWIM8
RPS18 EIF3D
H2AC17 H2BC8
 OR1J4
PSMD13 DZIP1
CREBBP NCOR1
ZNF282 ZNF839
USP42 USP17L17
GAPDH GAPDHS
ZNF446 ZNF726
DDX39B NUP42
LTF ATP11B
OR11A1 OR10A4
HLA-C RHOF
OR51S1 OR2T27
TLE3 NCOR1
AKT2 YWHAQ
RPL7 RPL34
NCBP1 ALYREF
ZNF266 ZNF445
RPS12 RPS15A
PSMA2 PSMB9
OR5L2 OR7G2
MYL12A GIT1
RPL17 RPS6
CEACAM1 PPIA
APC DVL2
OR11H1 OR51S1
ZNF461 ZNF311
FDFT1 NFYC
TLR1 PSMD14
MAML1 MAML2
UBA52 UIMC1
OR5V1 OR2A1
COL7A1 ITGA7
H2BC14 H4C15
GCNT1 B3GNT2
ZNF529 ZNF479
GTF2E1 INTS10
UBA52 SENP8
PENK HCAR3
AAAS SUZ12
FGL2 UNC13D
CDA NHLRC3
MRPL35 MRPL36
OR56A3 OR2T35
H2BC7 SUDS3
ETF1 RPL31
PSMB2 UBE2S
RPL8 SMG9
TUBA1B TUBA8
PSMC1 RPS27A
PSMD7 HUWE1
ZNF70 ZNF506
EVPL SPINK9
TUBA1C DYNLL2
SLC9A5 SLC9A9
OR5H2 OR4C13
FGF6 FGF9
OR10H2 OR4F17
CDC23 ANAPC11
APOA1 LRP1
NUP98 NUP133
HLA-F ITGB2
MRTFA ZNF350
ADAM10 ENAM
PSMC3 SEC22B
FYN PTK2
ZNF155 ZNF510
GPI QPCT
PECAM1 NPC2
KIR2DL2 MICA
ZNF208 KRBA1
ZNF706 ZNF641
ZBTB16 MIB2
COL4A2 COMP
CCNH H2AX
VDAC2 PSMD6
ERCC3 MTA2
TMED9 KLC3
H2BC14 RAD18
OR5F1 OR4K17
QRFP NPSR1
ZIM3 ZNF776
H4C11 ARID2
HEXB CMTM6
PSMC1 RPL17
GTF2F1 CTDP1
RAC2 GMIP
TBXA2R GNB5
NDC80 PMF1
GNAI3 GNAT3
RARA H4C15
SEM1 H2AC13
PSMD1 PSME3
ARG1 CTSC
RPL11 EBNA1BP2
OR10AG1 OR5M10
PSMC5 PSMD11
CCNH GTF2F2
H2BC15 H2BC21
ZNF286A ZNF311
FGR PTPN6
HTR1D PNOC
ATP6V0A1 CREG1
ATR FANCL
GPC3 GPC2
PPP2R1B NSL1
ATP1B3 L1CAM
ME2 SUCLG2
OR2G3 OR51S1
OR7G3 OR2A42
ETF1 LHX3
CD74 KIF2A
NMB P2RY10
PSMD4 PSMD12
ACOX1 CYP7A1
HAUS2 CEP72
FGG IQGAP1
OR2J2 OR13G1
H3-3A H3C2
CTNNB1 PPP2R5A
DIAPH1 PRDX4
GTF2A1 TAF4
BUB1B TUBB2A
JAK1 TRIM29
ELN ADAMTS5
CHERP U2SURP
ELP6 ELP3
HMGB1 SLC27A2
NDUFS1 NDUFS2
RTP1 OR6M1
PSMB3 SKP1
AVP GNRH1
PSMA7 TRRAP
PSMA4 PSMA6
AKT2 LAMTOR5
BIN2 NFAM1
IKBKG CCP110
CCT2 COMMD9
PSMA6 H2BC10
OR2L5 OR13G1
PRCC SF3B6
CDK4 H4C2
RPS6 RPS17
CEACAM3 CD244
GATA3 MYC
H2AC7 POLR1H
CLTA SH3KBP1
EIF4G1 RPL15
PSMB3 UBXN7
H2AC8 H2BC6
NDC1 NUP43
CCK MCHR1
EGF IRAK1
EPX PYCARD
KIR3DL1 PIANP
FOLR3 MAN2B1
TLE3 UBB
PERP KRT6C
ARFGAP1 KLC3
CSTF1 CLP1
ZNF445 ZNF568
HSPA1B ARMC8
APLNR FPR3
SEC13 NUP62
PSMD7 FBXO11
MRPL27 MRPL10
DDX52 EXOSC2
RAB3A VCP
OR4E1 OR52E2
CCNC ZKSCAN5
MAN1A2 GOLIM4
STAM2 EPGN
KRT25 KRT27
PSMB3 PSMD4
MMP8 OLFM4
OR4C11 OR2V2
H2AC8 H4C6
FZD2 SCRIB
PSMA2 RCE1
CD8A TREML2
RHOG PFKL
PSMD7 DHH
NINL HAUS8
DYNLL1 WDR19
CHMP4A UBAP1
APOA2 PNPLA2
EIF4G1 NUP153
CDK1 H3-4
ATP2A2 SLC8A1
NUP88 NUP214
H3-4 H2AC6
TSHB TAAR9
CTSW IGF1
OR10AD1 OR8K1
PSMB9 RPS27
DNAJC6 SLC2A8
NCOR2 HEYL
RPS12 RPS16
FBXW2 TRIM39
HSPA8 POLR2E
CD93 CLEC12A
C5AR1 P2RY12
H4C13 TINF2
EGF SNAP91
RPS7 RPS21
GTF2F1 POLR2B
BMI1 MAF1
KRT24 KRT77
ZNF74 MED13
ZNF398 ZNF559
ADRB3 GNGT2
DYNC1H1 TUBB6
ZNF471 ZNF682
KCNJ12 KCNK4
TUBA8 TUBB2B
BDKRB2 TRIO
MYBL2 RBL1
DVL1 SFRP1
CENPN SPC24
PSMB6 TRIM69
THY1 MSLN
PTPN11 YES1
FGF2 FGFR2
H2AC4 ARID2
GATA2 H2AC8
H2AC7 H4C8
PCBP2 U2SURP
IFT88 CHMP2B
EXOSC10 EMG1
COMMD3 FBXO2
DCTN2 CEP76
OR10A7 RTP2
RPL10A RPS3
TRIM10 GBP5
MAPK3 H4C6
H2AZ1 H3C2
NDUFS3 NDUFA11
BARD1 BLM
NR2F1 NRBP1
RPS27A ANO5
PSMB4 HECTD1
H2BC21 H4C2
PSMD9 SIAH2
ADCY5 PF4
KRT85 KRT40
PSMA4 PSMB3
POLR3F POLR3G
SERPINA1 TRAPPC6B
ERCC2 POLR2B
B2M DYNC1LI1
OR2W3 OR7G3
PRSS2 SRP14
POLB UBA52
ZNF606 ZNF705A
MRPL3 MRPS18C
DVL3 PSMB1
FBXL7 FBXO4
H2BC10 H2BC12
ALB TGOLN2
KIF25 KIF1C
RPL31 RPLP2
UTP11 RPL26L1
RPL9 NOB1
PSMD9 H2AC19
OR8I2 OR9I1
